time;APfilt;AP
;ROI#1;ROI#1;ROI#2;ROI#3;ROI#4;ROI#5;ROI#6;ROI#7;ROI#8;ROI#9;ROI#10;ROI#11;ROI#12;ROI#13;ROI#14;ROI#15;ROI#16;ROI#17;ROI#18;ROI#19;ROI#20;ROI#21;ROI#22;ROI#23;ROI#24;ROI#25;ROI#26;ROI#27;ROI#28;ROI#29;ROI#30;ROI#31;ROI#32;
0.248;-77.31;-74.75;-31.40;-95.85;-112.40;-12.30;-68.46;-89.28;-66.11;-58.34;-76.09;-69.47;-102.39;-92.98;-79.83;-143.55;-58.58;-72.36;-65.49;-112.75;-83.28;-82.60;-98.59;-65.70;-24.79;-98.36;-66.88;-128.58;-97.11;-140.88;-78.37;-49.80;-45.89
0.264;-83.32;-91.18;-59.22;-121.43;-115.36;-130.56;-87.94;-71.65;-48.06;-88.61;-100.33;-100.33;-69.49;-79.43;-80.81;-51.41;-60.46;-103.43;-109.87;-37.58;-97.35;-84.81;-32.32;-96.55;-95.38;-76.40;-97.84;-56.15;-90.15;-59.35;-92.49;-104.09;-80.87
0.281;-80.74;-95.35;-47.06;-105.71;-30.44;-99.22;-64.12;-98.98;-100.18;-78.68;-101.28;-54.75;-68.58;-53.20;-95.56;-140.05;-54.30;-62.16;-70.72;-122.37;-78.25;-85.22;-77.20;-95.01;-101.76;-79.78;-75.54;-82.55;-71.99;-87.77;-64.07;-83.87;-90.73
0.297;-75.07;-81.71;-18.62;-79.58;-87.20;-103.91;-77.72;-98.31;-85.29;-91.28;-69.00;-84.42;-62.29;-56.64;-40.77;-33.45;-70.89;-108.10;-62.17;-55.06;-62.75;-84.95;-76.52;-82.44;-58.63;-75.74;-59.57;-104.28;-65.34;-62.55;-72.33;-61.25;-107.89
0.314;-77.07;-72.97;-74.17;-66.39;-61.72;-46.87;-56.46;-35.26;-93.29;-69.41;-58.88;-77.96;-81.88;-64.01;-99.11;-26.25;-26.58;-81.90;-87.36;-101.27;-115.79;-24.21;-57.48;-100.52;-86.00;-57.63;-100.98;-51.22;-78.53;-82.63;-86.53;-122.57;-114.91
0.330;-82.23;-43.63;-61.90;-130.10;-63.39;-81.61;-94.70;-78.90;-81.49;-119.66;-70.20;-76.77;-114.94;-71.68;-70.54;9.54;-92.39;-79.20;-86.92;-81.14;-56.77;-101.02;-65.18;-71.90;-98.57;-75.82;-93.25;-90.42;-98.31;-56.11;-84.96;-89.43;-63.83
0.347;-85.63;-117.04;-89.36;-76.78;-45.02;-105.11;-91.98;-88.06;-97.27;-57.49;-72.26;-104.14;-96.56;-88.78;-96.09;-73.75;-102.04;-64.48;-139.26;-51.76;-89.09;-101.54;-95.73;-82.34;-70.44;-80.61;-103.37;-106.35;-78.06;-69.70;-72.91;-81.02;-96.49
0.363;-85.34;-54.90;-187.66;-59.21;-62.12;-36.46;-116.11;-77.60;-65.68;-82.99;-92.74;-98.60;-87.14;-67.92;-139.58;-74.69;-96.73;-121.12;-92.45;-35.41;-79.27;-65.79;-106.10;-73.15;-105.96;-65.95;-93.57;-93.21;-93.11;-71.22;-72.10;-89.93;-98.81
0.380;-88.14;-140.43;-93.32;-151.34;-121.10;-114.70;-92.55;-111.42;-96.46;-108.27;-71.51;-90.95;-68.32;-87.64;-67.38;-128.22;-106.63;-59.95;-70.12;-139.15;-46.71;-30.89;-106.29;-77.58;-92.24;-89.28;-78.86;-67.63;-73.21;-126.37;-103.28;-66.69;-56.24
0.396;-80.85;-131.04;-66.13;-49.77;-141.40;-72.59;-75.98;-96.63;-66.39;-67.48;-106.09;-79.02;-96.93;-96.60;-97.20;-80.07;-48.11;-73.79;-30.15;-110.32;-78.16;-115.90;-97.94;-93.34;-67.77;-71.77;-98.69;-75.81;-55.72;-85.84;-80.56;-80.90;-25.14
0.413;-80.95;-69.04;-109.79;-97.94;-81.62;-104.15;-43.97;-62.52;-55.76;-87.27;-66.66;-108.45;-50.97;-52.29;-51.74;-61.03;-58.56;-121.93;-58.28;-138.24;-118.01;-73.98;-86.53;-91.41;-83.02;-103.90;-91.15;-67.74;-98.38;-87.25;-65.40;-71.91;-59.66
0.429;-85.14;-87.34;-78.40;-59.11;-126.81;-53.36;-108.51;-107.71;-58.73;-99.43;-98.43;-84.13;-117.50;-115.77;-100.78;-57.10;-56.02;-128.58;-88.04;-111.45;-72.39;-55.36;-102.21;-101.72;-87.65;-104.22;-76.24;-68.87;-50.82;-49.68;-89.87;-90.87;-41.52
0.446;-77.62;-47.37;-144.06;-61.07;-83.16;-144.81;-87.62;-45.93;-28.02;-96.70;-77.54;-73.41;-106.08;-52.65;-91.27;-92.99;-83.23;-62.62;-81.41;-80.65;-62.88;-61.89;-105.47;-62.74;-99.95;-87.35;-74.27;-68.66;-100.69;-66.15;-97.90;-55.76;-79.68
0.462;-80.61;-148.82;-66.34;-119.92;-112.90;-90.48;-66.08;-55.27;-111.00;-87.00;-74.13;-85.41;-93.04;-38.53;-98.14;-52.69;-79.30;-72.63;-146.13;-71.77;-105.33;-42.21;-69.00;-82.61;-69.53;-84.76;-85.91;-70.00;-66.69;-72.43;-89.29;-84.82;-58.19
0.479;-82.20;-118.39;-112.07;-156.04;-63.12;-114.80;-67.09;-65.36;-45.28;-63.40;-86.09;-80.75;-88.09;-58.87;-36.22;-139.83;-106.84;-89.87;-71.71;-119.45;-102.87;-104.75;-80.61;-88.87;-107.36;-73.00;-74.92;-95.11;-69.71;-79.75;-63.96;-79.21;-95.08
0.495;-83.05;-127.73;-119.92;-120.19;-71.14;-104.86;-81.70;-96.72;-71.65;-114.80;-66.04;-64.52;-88.76;-94.84;-37.87;-65.94;-70.78;-47.72;-121.50;-91.99;-66.96;-115.41;-79.86;-62.80;-69.02;-101.86;-95.50;-87.36;-45.15;-84.81;-101.76;-64.60;-120.04
0.512;-69.40;-51.39;-144.16;-116.72;-81.00;-82.65;-86.11;-52.33;-38.01;-45.20;-60.92;-50.60;-49.50;-103.98;-89.27;-104.34;-67.58;-80.88;-123.60;-80.20;-89.77;-40.49;-68.82;-75.03;-44.62;-61.03;-54.01;-48.35;-101.08;-60.64;-57.55;-87.17;-141.95
0.528;40.00;40.00;38.58;-8.00;37.87;40.00;0.69;40.00;40.00;40.00;13.05;40.00;40.00;40.00;40.00;24.14;10.56;40.00;35.04;40.00;40.00;25.89;40.00;40.00;34.28;40.00;38.07;40.00;40.00;40.00;40.00;16.38;40.00
0.545;16.35;-34.36;40.00;-22.88;37.23;21.14;40.00;-4.08;37.67;9.82;27.27;-36.62;4.61;33.70;24.65;17.08;40.00;-22.16;-4.51;12.21;17.60;4.89;-12.00;-5.48;40.00;-3.46;40.00;14.79;22.89;-6.23;-3.30;40.00;9.44
0.562;-9.17;-2.80;3.41;-10.59;13.18;31.81;-36.18;-18.21;5.73;-8.76;40.00;-19.85;-28.94;-42.18;10.04;-11.71;-36.03;-19.15;-5.06;-24.45;-42.30;40.00;-29.91;-23.76;7.40;-9.90;-24.21;6.95;-27.85;-22.42;-55.02;23.07;-41.17
0.578;-28.26;-85.25;-5.70;-36.20;40.00;23.12;-31.73;-73.56;-13.61;-9.02;-10.41;-71.45;3.09;-6.99;-83.79;-23.49;-38.51;-84.45;-20.38;-57.12;-40.59;-32.53;-27.52;-44.62;4.97;-22.45;-24.61;-44.47;-44.70;-22.74;-72.06;-29.86;22.71
0.595;-45.89;-36.78;6.22;40.00;-4.53;-22.72;-46.57;-75.25;5.62;-66.49;-48.91;-61.94;-82.24;-48.12;-101.38;-71.02;-47.51;-55.47;-101.51;-64.98;-50.35;-79.50;-57.67;-29.38;-37.11;-31.94;-99.92;-52.97;-46.57;-13.93;-67.60;-41.85;-19.72
0.611;-75.69;-83.46;-36.93;-19.31;-29.59;-108.76;-96.88;-118.32;-105.31;-89.79;-72.34;-88.91;-111.88;-57.21;-75.55;-129.19;-37.90;-71.90;-35.66;-51.51;-90.96;-69.99;-78.93;-73.14;-98.23;-33.40;-72.49;-31.68;-104.24;-93.64;-54.45;-63.36;-67.36
0.628;-76.51;-85.20;-106.28;-60.99;-0.92;-30.51;-54.90;-84.10;-63.05;-88.72;-66.89;-88.08;-56.78;-119.47;-75.64;-61.55;-28.04;-53.78;-89.12;-73.45;-93.97;-99.18;-90.86;-116.61;-83.37;-98.02;-90.93;-68.10;-60.49;-73.74;-79.71;-66.72;-65.02
0.644;-76.07;-98.55;-23.55;-88.58;-33.13;-71.79;-80.35;-85.83;-83.81;-72.91;-69.54;-87.85;-85.12;-53.34;-90.41;-37.57;-73.95;-67.67;-115.33;-60.51;-72.20;-81.66;-111.14;-73.52;-49.39;-64.32;-76.40;-65.33;-109.83;-82.95;-67.26;-79.29;-105.01
0.661;-79.96;-86.47;-91.55;-95.38;-22.24;-89.96;-85.74;-106.43;-57.76;-94.31;-57.58;-69.94;-49.79;-71.33;-62.78;-108.76;-102.55;-111.63;-77.95;-115.87;-59.73;-69.34;-87.14;-90.63;-116.65;-73.89;-84.99;-96.84;-109.34;-51.50;-64.77;-98.76;-17.80
0.677;-78.71;-64.62;-20.52;-76.21;-76.82;-74.60;-87.16;-59.87;-75.20;-84.98;-68.50;-66.20;-105.12;-110.29;-103.66;15.21;-71.21;-80.77;-53.35;-46.71;-83.54;-113.15;-55.59;-71.07;-122.12;-56.52;-1.47;-108.13;-88.42;-68.42;-111.35;-82.44;-112.16
0.694;-82.87;-72.01;-44.60;-11.66;-96.39;-92.98;-94.97;-82.53;-101.48;-109.63;-41.87;-66.55;-93.97;-80.84;-112.70;-80.43;-76.75;-91.49;-88.57;-32.92;-39.97;-94.23;-101.75;-83.97;-91.82;-131.19;-56.28;-87.20;-98.67;-88.02;-100.56;-67.40;-41.07
0.710;-75.51;-113.66;-115.29;-76.12;-4.63;-82.10;-33.52;-84.39;-89.49;-42.41;-63.12;-65.90;-116.83;-84.20;-94.98;-31.65;-70.18;-77.52;-63.22;-75.00;-15.38;-36.84;-84.20;-68.48;-104.14;-96.09;-99.57;-74.50;-91.84;-69.28;-102.83;-71.84;-87.98
0.727;-88.77;-98.91;-134.76;-9.57;-80.77;-140.00;-82.42;-85.21;-108.91;-104.38;-98.65;-93.78;-69.77;-89.30;-93.83;-109.21;-76.37;-86.38;-93.17;-117.00;-85.75;-42.08;-127.67;-66.34;-111.17;-101.80;-57.85;-23.98;-83.18;-64.58;-107.35;-90.32;-114.18
0.743;-73.52;-63.24;-98.38;-69.37;-105.23;-54.39;-61.92;-71.79;-57.84;-62.24;-62.04;-76.99;-76.72;-60.30;-57.64;-77.03;-57.20;-108.57;-53.46;-65.16;-112.57;-65.10;-75.63;-75.41;-106.60;-64.16;-86.02;-74.03;-78.25;-68.99;-90.10;-23.09;-97.97
0.760;-84.36;-121.93;-91.29;-72.89;-95.65;-106.57;-96.31;-99.23;-77.76;-123.69;-68.34;-79.65;-92.13;-68.56;-107.97;-109.28;-108.88;-109.99;40.00;-80.34;-121.26;-46.86;-55.13;-119.94;-96.66;-68.72;-59.52;-45.40;-88.49;-107.31;-86.03;-53.39;-71.12
0.776;-79.27;-98.23;-99.11;-66.65;-78.62;-71.29;-125.94;-108.99;-89.69;-78.67;-74.39;-82.03;-81.24;-58.76;-64.11;-6.56;-85.35;-77.68;-135.20;-64.41;-137.10;-41.83;-107.09;-80.93;-76.58;-59.15;-111.83;-70.95;-97.49;-62.07;-86.70;-32.71;-12.28
0.793;-82.27;-53.83;-89.78;-104.16;-89.99;-100.58;-92.85;-56.28;-72.21;-97.05;-72.09;-79.46;-88.31;-90.28;-88.75;-40.03;-132.43;-51.12;-38.63;-115.09;-92.51;-67.08;-62.85;-77.93;-89.58;-107.80;-96.99;-67.13;-127.56;-114.70;-47.11;-78.30;-43.80
0.809;-84.18;-44.48;-53.24;-129.78;-105.85;-114.08;-71.98;-90.64;-100.15;-108.94;-74.02;-64.96;-92.69;-70.75;-68.45;-65.90;-44.86;-95.72;-92.80;-51.61;-64.61;-119.24;-84.94;-105.70;-84.74;-29.53;-93.80;-69.35;-64.35;-95.90;-108.59;-50.02;-118.46
0.826;-88.07;-160.92;-101.84;-83.77;-19.59;-134.15;-82.95;-58.67;-115.03;-104.37;-80.23;-87.92;-106.75;-111.87;-118.73;-49.06;-103.12;-89.21;-5.86;-89.51;-119.36;-104.83;-59.59;-94.86;-114.84;-72.56;-111.32;-56.42;-114.80;-25.29;-78.38;-71.07;-45.90
0.842;-78.26;-49.04;-74.08;-62.52;-90.09;-93.45;-55.99;-73.10;-64.60;-92.35;-95.04;-100.25;-73.10;-64.87;-60.05;-52.56;-98.34;-84.10;-93.97;-63.26;-93.10;-145.30;-72.94;-45.32;-67.75;-99.54;-65.47;-73.34;-86.67;-67.81;-87.87;-72.13;-75.85
0.859;-80.77;-105.90;-58.91;-65.13;-61.37;-60.27;-72.33;-66.68;-67.93;-72.83;-81.50;-83.73;-127.30;-58.24;-94.35;-0.75;-75.02;-71.54;-130.03;-94.80;-88.32;-46.24;-81.96;-92.79;-99.12;-133.63;-95.68;-98.88;-78.21;-93.83;-58.68;-66.98;-68.74
0.875;-75.63;-10.78;-67.19;-39.21;-87.22;-120.86;-43.71;-50.30;-79.76;-67.31;-83.07;-73.32;-82.62;-93.35;-140.78;-40.12;-66.41;-106.06;-122.76;-97.36;-73.10;-80.04;-62.58;-53.84;-85.93;-67.91;-101.65;-48.01;-83.77;-53.12;-94.00;-65.96;-69.40
0.892;-81.88;-79.59;-63.53;-38.61;-114.84;-101.54;-136.08;-84.22;-75.50;-102.72;-96.76;-72.86;-100.28;-66.15;-24.66;-117.44;-90.96;-77.48;-74.46;-40.95;-51.09;-49.94;-96.98;-82.23;-86.36;-98.01;-66.29;-120.11;-68.31;-92.15;-81.15;-48.22;-111.93
0.908;-80.68;-76.21;-109.89;-98.75;-75.14;-71.20;-80.98;-88.73;-60.59;-44.68;-54.03;-105.71;-57.19;-30.76;-49.85;-63.82;-113.09;-59.10;-118.42;-39.55;-98.80;-101.05;-144.19;-70.11;-67.73;-97.43;-98.49;-119.13;-87.34;-95.28;-69.20;-77.38;-98.03
0.925;-84.42;-68.53;-77.38;-103.12;-109.34;-95.64;-72.08;-77.37;-100.34;-110.38;-85.16;-62.88;-91.58;-84.01;-58.44;-43.67;-71.15;-119.25;-73.92;-25.59;-95.04;-130.08;-109.18;-98.24;-77.00;-78.11;-64.71;-92.60;-57.09;-82.63;-69.19;-43.36;-136.52
0.941;-84.13;-67.61;-90.52;-96.31;-76.36;-87.59;-111.45;-92.32;-64.44;-74.83;-85.82;-99.13;-108.98;-69.99;-81.88;-101.45;-97.51;-115.82;-36.99;-75.79;-131.93;-88.94;-95.90;-58.36;-70.60;-69.30;-80.16;-78.76;-72.57;-80.84;-86.65;-87.93;-99.43
0.958;-79.37;-120.28;-80.35;-75.54;-37.98;-73.66;-120.30;-69.03;-87.15;-75.45;-125.48;-90.79;-57.42;-62.74;-91.10;-79.46;-30.17;-92.44;-123.64;-44.57;-83.09;-84.03;-45.17;-66.56;-106.18;-51.85;-73.86;-99.73;-103.96;-79.42;-87.56;-44.26;-73.74
0.974;-82.84;-109.22;-148.41;-31.52;-113.33;-43.01;-107.25;-111.67;-54.36;-95.23;-83.47;-74.37;-80.81;-112.25;-97.78;-93.05;-97.89;-97.77;-117.14;-125.54;-91.86;-116.31;-83.67;-88.38;-75.24;-66.94;-114.19;-76.34;-48.05;-61.49;-58.33;-68.35;-50.21
0.991;-77.99;-45.55;-11.76;-38.31;-48.76;-36.65;-63.11;-105.22;-37.72;-93.21;-104.48;-103.78;-110.52;-98.72;-60.64;-69.02;-101.85;-111.50;-108.65;-62.60;-84.47;-111.33;-72.77;-71.64;-77.02;-70.60;-67.55;-66.57;-81.54;-85.50;-93.49;-65.95;-69.02
1.007;-81.13;-29.72;-115.42;-58.74;-75.91;-92.76;-73.53;-80.27;-88.80;-91.85;-84.90;-92.34;-106.35;-103.28;-60.30;-8.94;-76.32;-61.04;-78.54;-77.05;-38.07;-88.88;-113.02;-96.42;-67.58;-69.52;-73.44;-108.22;-92.08;-52.00;-95.21;-70.11;-53.72
1.024;-81.31;-133.06;-138.46;-44.02;-73.47;-93.31;-83.27;-44.79;-95.91;-79.02;-115.62;-66.40;-83.17;-79.41;-84.64;-67.66;-68.21;-104.03;26.40;-84.49;-57.01;-109.58;-87.71;-103.64;-67.37;-112.90;-69.28;-70.14;-77.77;-86.81;-89.95;-62.62;-61.75
1.040;-81.69;-94.46;-0.76;-88.57;-91.58;-111.53;-116.59;-101.85;-85.39;-92.06;-67.24;-79.85;-64.44;-87.77;-51.89;-75.08;-71.05;-61.40;-139.77;-116.69;-128.73;-88.25;-83.74;-74.45;-65.59;-91.26;-80.66;-82.89;-50.54;-106.03;-72.72;-83.31;-36.10
1.057;-78.27;-147.93;-76.58;-84.34;-60.17;-87.58;-64.13;-79.91;-59.37;-56.13;-38.76;-90.07;-77.96;-81.74;-65.16;-61.30;-88.33;-119.01;-67.10;-110.44;-102.37;-34.41;-70.28;-79.26;-77.39;-60.71;-99.19;-75.53;-70.36;-92.03;-103.75;-61.48;-114.91
1.073;-75.12;-3.87;-94.45;-80.80;-130.32;-85.36;-70.24;-56.56;-66.64;-71.46;-80.75;-73.25;-63.63;-86.65;-77.85;-49.96;-76.69;-50.48;-113.36;-58.89;-95.17;-75.15;-107.49;-39.25;-88.67;-41.77;-107.99;-69.34;-71.23;-100.48;-67.86;-77.45;-91.98
1.090;-81.52;-112.13;-69.30;-110.76;-64.17;-75.47;-101.18;-46.62;-72.71;-81.96;-66.20;-78.00;-90.19;-84.32;-102.18;-84.24;-81.53;-58.78;-55.28;-21.21;-123.40;-72.16;-122.02;-97.08;-75.95;-106.97;-52.50;-85.16;-91.95;-73.86;-81.61;-94.68;-80.73
1.107;-77.12;-118.35;3.81;-48.47;-43.68;-103.51;-68.30;-95.87;-96.65;-87.80;-52.30;-67.53;-75.43;-113.89;-94.08;-144.69;-122.39;-94.75;-136.54;-77.41;-57.05;-60.74;-50.07;-94.06;-68.00;-62.78;-44.76;-62.06;-90.49;-48.61;-82.96;-79.56;-103.59
1.123;-78.32;-36.20;-108.96;-76.25;-84.12;-95.45;-84.88;-88.56;-96.38;-70.60;-57.15;-56.21;-65.71;-61.15;-55.22;-9.81;-70.08;-99.87;-108.07;-41.72;-96.43;-92.59;-74.82;-77.22;-61.16;-76.40;-107.08;-63.87;-71.80;-95.72;-120.98;-57.76;-74.61
1.140;-75.65;-105.77;-113.76;-28.73;-90.69;-81.53;-49.80;-83.86;-86.65;-82.08;-70.35;-82.62;-86.03;-38.78;-97.24;-90.99;-112.97;-43.82;-94.25;-88.34;-117.79;-79.76;-51.76;-88.86;-81.37;-66.64;-30.76;-77.33;-72.82;-107.64;-73.69;-53.77;-57.95
1.156;-75.92;-89.76;-91.26;-73.97;-62.42;-62.34;-89.94;-96.37;-114.59;-94.67;-117.01;-58.10;-71.30;-87.67;-26.23;-23.56;-73.84;-73.03;-44.88;-54.87;-84.82;-53.05;-84.27;-67.64;-35.96;-66.91;-86.90;-82.81;-93.65;-122.88;-63.18;-72.71;-25.75
1.173;-81.78;-52.50;-111.54;-87.18;-72.59;-63.65;-84.42;-104.74;-92.29;-54.29;-57.27;-99.80;-65.91;-100.16;-51.97;-95.43;-81.61;-85.89;-83.05;-106.34;-79.91;-31.16;-70.53;-72.88;-99.51;-84.88;-61.73;-79.84;-108.26;-86.66;-86.63;-64.90;-142.07
1.189;-82.15;-89.39;-68.33;-45.07;-81.55;-30.19;-62.58;-95.11;-75.27;-94.25;-82.15;-98.45;-117.01;-77.14;-58.24;-88.56;-32.04;-22.91;-98.75;-143.42;-65.49;-51.83;-105.75;-96.39;-78.59;-113.00;-76.42;-98.19;-123.27;-70.55;-63.34;-83.15;-83.88
1.206;-86.24;-76.23;-110.00;-128.70;-136.77;-95.38;-86.47;-73.31;-113.34;-120.06;-42.21;-100.44;-81.90;-59.04;-90.49;-151.49;-87.50;-100.40;-43.89;-117.51;-49.61;-113.42;-132.02;-88.09;-45.74;-47.12;-107.83;-78.32;-74.82;-46.64;-68.14;-88.97;-88.92
1.222;-81.37;-106.52;-58.13;-103.42;-96.16;-26.30;-100.05;-84.04;-52.72;-82.67;-106.29;-92.56;-45.95;-59.34;-109.90;-102.40;-114.79;-84.72;-16.72;-115.57;-54.73;-87.61;-88.64;-86.32;-120.38;-112.21;-73.68;-64.20;-70.04;-91.94;-67.65;-101.06;-62.13
1.239;-80.87;-12.32;-38.43;-71.49;-71.72;-116.97;-102.72;-96.55;-69.09;-114.55;-63.50;-79.65;-66.60;-84.61;-53.58;-61.95;-75.68;-97.05;-107.67;-82.41;-83.00;-92.10;-55.87;-60.23;-99.27;-81.57;-120.02;-71.24;-89.93;-52.44;-91.38;-69.12;-79.47
1.255;-78.61;-123.83;-60.86;-66.03;-63.37;-132.40;-101.14;-63.38;-56.07;-74.41;-74.58;-62.68;-93.50;-140.52;-80.78;-125.20;-64.16;-69.35;-96.31;-68.78;-92.77;-111.90;-42.32;-80.69;-73.37;-77.80;-28.55;-75.72;-57.12;-96.08;-90.47;-70.10;-124.53
1.272;-80.06;-77.19;-55.17;-114.71;-80.19;-60.66;-63.72;-64.68;-99.88;-53.86;-96.50;-88.43;-93.70;-88.33;-70.66;-107.63;-51.11;-129.43;-68.65;-89.60;-85.12;-67.71;-42.47;-65.13;-89.02;-91.30;-83.46;-85.78;-75.25;-92.56;-86.59;-64.86;-84.54
1.288;-76.85;-46.55;-77.17;-91.78;-74.20;-111.30;-42.63;-74.36;-44.10;-81.31;-95.71;-95.20;-84.68;-107.66;-70.52;-120.68;-80.34;-43.06;-45.77;-80.43;-67.15;-109.81;-79.75;-90.65;-68.06;-66.86;-72.68;-56.23;-78.41;-94.84;-79.60;-75.03;-83.45
1.305;-81.28;-89.04;-74.42;-131.16;-37.15;24.88;-84.07;-86.80;-83.86;-60.21;-125.78;-114.72;-75.52;-61.39;-72.02;-56.68;-96.44;-66.69;-174.22;-102.76;-73.61;-56.94;-102.26;-97.63;-103.06;-90.15;-74.45;-111.54;-72.27;-62.56;-46.75;-96.12;-63.81
